sqft,price,price/sqft,zip,city,state,street_address,bedrooms,bathrooms,url,img
1630.0,689000,422.6993865030675,98031,Kent,WA,12409 SE 210th Pl,3,3,https://www.redfin.com/WA/Kent/12409-SE-210th-Pl-98031/home/226697,https://ssl.cdn-redfin.com/system_files/media/1011787_JPG/genDesktopMapHomeCardUrl/item_15.jpg
1128.0,519950,460.9485815602837,98042,Kent,WA,26619 134th Ave SE,3,3,https://www.redfin.com/WA/Kent/26619-134th-Ave-SE-98042/home/400339,https://ssl.cdn-redfin.com/photo/1/islphoto/254/genIslnoResize.2310254_0.jpg
1960.0,639950,326.5051020408163,98198,Des Moines,WA,2136 S 263rd St,3,3,https://www.redfin.com/WA/Des-Moines/2136-S-263rd-St-98198/home/44657716,https://ssl.cdn-redfin.com/system_files/media/1013575_JPG/genDesktopMapHomeCardUrl/item_2.jpg
1490.0,648500,435.23489932885906,98042,Kent,WA,14254 SE 257th Pl,3,3,https://www.redfin.com/WA/Kent/14254-SE-257th-Pl-98042/home/399425,https://ssl.cdn-redfin.com/photo/1/islphoto/367/genIslnoResize.2310367_0.jpg
1660.0,665000,400.6024096385542,98001,Auburn,WA,3214 S 272nd Pl,3,3,https://www.redfin.com/WA/Auburn/3214-S-272nd-Pl-98001/home/208635,https://ssl.cdn-redfin.com/photo/1/islphoto/471/genIslnoResize.2306471_0.jpg
1850.0,695000,375.6756756756757,98031,Kent,WA,22247 126th Pl SE,4,4,https://www.redfin.com/WA/Kent/22247-126th-Pl-SE-98031/home/223784,https://ssl.cdn-redfin.com/photo/1/islphoto/450/genIslnoResize.2310450_0.jpg
1910.0,550000,287.9581151832461,98032,Kent,WA,4515 S 263rd St,3,3,https://www.redfin.com/WA/Kent/4515-S-263rd-St-98032/home/207519,https://ssl.cdn-redfin.com/photo/1/islphoto/043/genIslnoResize.2311043_0.jpg
2668.0,899000,336.95652173913044,98042,Kent,WA,17026 SE 289TH St,3,3,https://www.redfin.com/WA/Kent/17026-SE-289th-St-98042/home/12299211,https://ssl.cdn-redfin.com/photo/1/islphoto/226/genIslnoResize.2311226_0.jpg
1600.0,650000,406.25,98030,Kent,WA,1012 E Laurel St,3,3,https://www.redfin.com/WA/Kent/1012-E-Laurel-St-98030/home/396094,https://ssl.cdn-redfin.com/photo/1/islphoto/188/genIslnoResize.2311188_0.jpg
2482.0,1499000,603.9484286865431,98042,Kent,WA,31305 SE 202nd Ave,4,4,https://www.redfin.com/WA/Kent/31305-202nd-Ave-SE-98042/home/2088525,https://ssl.cdn-redfin.com/photo/1/islphoto/686/genIslnoResize.2310686_0.jpg
1645.0,550000,334.3465045592705,98055,Renton,WA,19167 110th Pl SE Unit 11D,3,3,https://www.redfin.com/WA/Renton/19167-110th-Pl-SE-98055/unit-11D/home/60297,https://ssl.cdn-redfin.com/photo/1/islphoto/062/genIslnoResize.2311062_0.jpg
1232.0,529900,430.1136363636364,98042,Kent,WA,14210 SE 259th Pl,2,2,https://www.redfin.com/WA/Kent/14210-SE-259th-Pl-98042/home/398444,https://ssl.cdn-redfin.com/photo/1/islphoto/724/genIslnoResize.2307724_0.jpg
2060.0,650000,315.5339805825243,98030,Kent,WA,9806 S 242nd Pl,4,4,https://www.redfin.com/WA/Kent/9806-S-242nd-Pl-98030/home/395889,https://ssl.cdn-redfin.com/photo/1/islphoto/784/genIslnoResize.2310784_0.jpg
3410.0,899999,263.9293255131965,98031,Kent,WA,23914 124th Ave SE,4,4,https://www.redfin.com/WA/Kent/23914-124th-Ave-SE-98031/home/223818,https://ssl.cdn-redfin.com/photo/1/islphoto/049/genIslnoResize.2310049_0.jpg
1230.0,399950,325.1626016260163,98042,Kent,WA,25039 144th Pl SE,2,2,https://www.redfin.com/WA/Kent/25039-144th-Pl-SE-98042/home/399814,https://ssl.cdn-redfin.com/photo/1/islphoto/404/genIslnoResize.2308404_0.jpg
1320.0,520000,393.93939393939394,98042,Kent,WA,31016 149th Ave SE,3,3,https://www.redfin.com/WA/Kent/31016-149th-Ave-SE-98042/home/380748,https://ssl.cdn-redfin.com/photo/1/islphoto/736/genIslnoResize.2310736_1.jpg
1240.0,595000,479.83870967741933,98042,Kent,WA,29239 161st Pl SE,4,4,https://www.redfin.com/WA/Kent/29239-161st-Pl-SE-98042/home/383417,https://ssl.cdn-redfin.com/photo/1/islphoto/557/genIslnoResize.2310557_0.jpg
1148.0,400000,348.4320557491289,98032,Kent,WA,6127 S 233rd St Unit 192,2,2,https://www.redfin.com/WA/Kent/6127-S-233rd-St-98032/unit-19-2/home/146319569,https://ssl.cdn-redfin.com/photo/1/islphoto/054/genIslnoResize.2310054_0.jpg
1348.0,349000,258.90207715133533,98030,Kent,WA,11515 SE 258th St Unit H202,2,2,https://www.redfin.com/WA/Kent/11515-SE-258th-St-98030/unit-H202/home/12091455,https://ssl.cdn-redfin.com/photo/1/islphoto/385/genIslnoResize.2310385_0.jpg
3360.0,1599000,475.89285714285717,98010,Black Diamond,WA,28928 218th Ave SE,6,6,https://www.redfin.com/WA/Black-Diamond/28928-218th-Ave-SE-98010/home/377607,https://ssl.cdn-redfin.com/photo/1/islphoto/563/genIslnoResize.2309563_0.jpg
1370.0,549900,401.3868613138686,98032,Kent,WA,24911 38th Ave S,4,4,https://www.redfin.com/WA/Kent/24911-38th-Ave-S-98032/home/206685,https://ssl.cdn-redfin.com/photo/1/islphoto/987/genIslnoResize.2294987_0.jpg
1872.0,599999,320.5122863247863,98055,Renton,WA,9601 S 198th Pl,3,3,https://www.redfin.com/WA/Renton/9601-S-198th-Pl-98055/home/2077113,https://ssl.cdn-redfin.com/photo/1/islphoto/099/genIslnoResize.2310099_0.jpg
2690.0,509900,189.5539033457249,98030,Kent,WA,11730 SE 247th Pl,3,3,https://www.redfin.com/WA/Kent/11730-SE-247th-Pl-98030/home/2074559,https://ssl.cdn-redfin.com/photo/1/islphoto/630/genIslnoResize.2309630_0.jpg
2493.0,823125,330.17448856799035,98032,Kent,WA,26832 30th Pl S,4,4,https://www.redfin.com/WA/Kent/26832-30-Pl-98032/home/187464392,https://ssl.cdn-redfin.com/photo/595/islphoto/8AF/genIslnoResize.9073604728AF_0.jpg
2583.0,805950,312.02090592334497,98032,Kent,WA,The Juniper Plan,3,3,https://www.redfin.com/WA/Kent/Kent/The-Juniper/home/193507453,https://ssl.cdn-redfin.com/photo/595/islphoto/5D9/genIslnoResize.7F6BF314C5D9_0.jpg
2033.0,749950,368.8883423512051,98032,Kent,WA,The Wren Plan,4,4,https://www.redfin.com/WA/Kent/Kent/The-Wren/home/193507451,https://ssl.cdn-redfin.com/photo/595/islphoto/4C9/genIslnoResize.60BB668084C9_0.jpg
2382.0,779950,327.43492863140216,98032,Kent,WA,The Finch Plan,4,4,https://www.redfin.com/WA/Kent/Kent/The-Finch/home/193507450,https://ssl.cdn-redfin.com/photo/595/islphoto/4C4/genIslnoResize.BF5419C264C4_0.jpg
1839.0,742950,403.9967373572594,98032,Kent,WA,27106 30th Pl S,4,4,https://www.redfin.com/WA/Kent/27106-30-Pl-98032/home/187464377,https://ssl.cdn-redfin.com/photo/595/islphoto/532/genIslnoResize.397A58590532_0.jpg
2603.0,815950,313.465232424126,98032,Kent,WA,The Sterling Plan,4,4,https://www.redfin.com/WA/Kent/Kent/The-Sterling/home/193507442,https://ssl.cdn-redfin.com/photo/595/islphoto/63B/genIslnoResize.9BEDD48B863B_0.jpg
2509.0,824375,328.56715823037064,98032,Kent,WA,26928 30th Pl S,3,3,https://www.redfin.com/WA/Kent/26928-30-Pl-98032/home/187464385,https://ssl.cdn-redfin.com/photo/595/islphoto/72F/genIslnoResize.8602D713A72F_0.jpg
2493.0,833125,334.1857200160449,98032,Kent,WA,27006 30th Pl S,5,5,https://www.redfin.com/WA/Kent/27006-30-Pl-98032/home/187464384,https://ssl.cdn-redfin.com/photo/595/islphoto/029/genIslnoResize.79D3D6F51029_0.jpg
2451.0,789950,322.297021623827,98032,Kent,WA,The Garland Plan,3,3,https://www.redfin.com/WA/Kent/Kent/The-Garland/home/193507438,https://ssl.cdn-redfin.com/photo/595/islphoto/C34/genIslnoResize.28DA8ECA7C34_0.jpg
2033.0,762700,375.1598622725037,98032,Kent,WA,27019 30th Pl S,4,4,https://www.redfin.com/WA/Kent/27019-30-Pl-98032/home/187464366,https://ssl.cdn-redfin.com/photo/595/islphoto/46F/genIslnoResize.AC633B93946F_0.jpg
1839.0,729950,396.9276780859163,98032,Kent,WA,The Laurel Plan,4,4,https://www.redfin.com/WA/Kent/Kent/The-Laurel/home/193507432,https://ssl.cdn-redfin.com/photo/595/islphoto/0EA/genIslnoResize.7613229190EA_0.jpg
2191.0,773125,352.8639890460977,98032,Kent,WA,26906 30th Pl S,4,4,https://www.redfin.com/WA/Kent/26906-30-Pl-98032/home/187464390,https://ssl.cdn-redfin.com/photo/595/islphoto/F8C/genIslnoResize.7D3B06458F8C_0.jpg
2382.0,794375,333.4907640638119,98032,Kent,WA,26826 30th Pl S,4,4,https://www.redfin.com/WA/Kent/26826-30-Pl-98032/home/187464393,https://ssl.cdn-redfin.com/photo/595/islphoto/FB4/genIslnoResize.7240A0A72FB4_0.jpg
2853.0,839950,294.4093936207501,98032,Kent,WA,The Willow Plan,4,4,https://www.redfin.com/WA/Kent/Kent/The-Willow/home/193507423,https://ssl.cdn-redfin.com/photo/595/islphoto/5F5/genIslnoResize.D4FF0763F5F5_0.jpg
2191.0,755950,345.0251026928343,98032,Kent,WA,The Lark Plan,4,4,https://www.redfin.com/WA/Kent/Kent/The-Lark/home/193507422,https://ssl.cdn-redfin.com/photo/595/islphoto/75C/genIslnoResize.0FA51AC8B75C_0.jpg
2509.0,809950,322.81785571941015,98032,Kent,WA,The Hazel Plan,3,3,https://www.redfin.com/WA/Kent/Kent/The-Hazel/home/193507419,https://ssl.cdn-redfin.com/photo/595/islphoto/8CD/genIslnoResize.2A232CA718CD_0.jpg
2694.0,1071995,397.9194506310319,98030,Kent,WA,11832 SE 242nd Pl,4,4,https://www.redfin.com/WA/Kent/11832-SE-242nd-St-98030/home/193468582,https://ssl.cdn-redfin.com/photo/595/islphoto/5C8/genIslnoResize.55EEF37735C8_0.jpg
3115.0,1217995,391.0096308186196,98030,Kent,WA,24218 118th Pl SE,5,5,https://www.redfin.com/WA/Kent/24218-118th-Pl-SE-98030/home/193468581,https://ssl.cdn-redfin.com/photo/595/islphoto/70F/genIslnoResize.27B51200D70F_0.jpg
15900.0,5350000,336.47798742138366,98032,Kent,WA,631 639 3rd Ave S,36,36,https://www.redfin.com/WA/Kent/631-3rd-Ave-S-98032/home/2062310,https://ssl.cdn-redfin.com/photo/1/islphoto/915/genIslnoResize.2309915_0.jpg
1549.0,498500,321.82052937378955,98030,Kent,WA,10720 SE 242nd St Unit A4,2,2,https://www.redfin.com/WA/Kent/10720-SE-242nd-St-98030/unit-A4/home/12537884,https://ssl.cdn-redfin.com/photo/1/islphoto/281/genIslnoResize.2309281_1.jpg
1940.0,789998,407.21546391752577,98031,Kent,WA,23902 127th Pl SE,4,4,https://www.redfin.com/WA/Kent/23902-127th-Pl-SE-98031/home/223856,https://ssl.cdn-redfin.com/photo/1/islphoto/614/genIslnoResize.2308614_1.jpg
904.0,318000,351.7699115044248,98032,Kent,WA,1313 W James St 11,2,2,https://www.redfin.com/WA/Kent/1313-W-James-St-98032/unit-11/home/191486598,https://ssl.cdn-redfin.com/photo/1/islphoto/251/genIslnoResize.2308251_0.jpg
1006.0,365000,362.82306163021866,98042,Kent,WA,13213 SE 256th St Unit B1,2,2,https://www.redfin.com/WA/Kent/13213-SE-256th-St-98042/unit-B1/home/24424,https://ssl.cdn-redfin.com/photo/1/islphoto/981/genIslnoResize.2306981_0.jpg
1161.0,379000,326.442721791559,98032,Kent,WA,6615 S 239th Pl Unit R109,2,2,https://www.redfin.com/WA/Kent/6615-S-239th-Pl-98032/unit-R109/home/40404,https://ssl.cdn-redfin.com/photo/1/islphoto/502/genIslnoResize.2304502_0.jpg
1590.0,605000,380.50314465408803,98031,Kent,WA,22610 119th Ave SE,3,3,https://www.redfin.com/WA/Kent/22610-119th-Ave-SE-98031/home/224485,https://ssl.cdn-redfin.com/photo/1/islphoto/411/genIslnoResize.2308411_0.jpg
4090.0,1398000,341.80929095354526,98042,Kent,WA,15731 SE 224th St,4,4,https://www.redfin.com/WA/Kent/15731-SE-224th-St-98042/home/392769,https://ssl.cdn-redfin.com/photo/1/islphoto/619/genIslnoResize.2304619_0.jpg
1293.0,465000,359.6287703016241,98032,Kent,WA,22007 S 39th Pl,2,2,https://www.redfin.com/WA/Kent/22007-39th-Pl-S-98032/home/50243,https://ssl.cdn-redfin.com/photo/1/islphoto/962/genIslnoResize.2308962_0.jpg
1950.0,725000,371.79487179487177,98030,Kent,WA,13007 SE 247th Pl,3,3,https://www.redfin.com/WA/Kent/13007-SE-247th-Pl-98030/home/398857,https://ssl.cdn-redfin.com/photo/1/islphoto/911/genIslnoResize.2307911_0.jpg
995.0,404921,406.95577889447236,98032,Kent,WA,21907 42nd Ave S 104,2,2,https://www.redfin.com/WA/Kent/21907-42nd-Ave-S-98032/unit-104/home/2272,https://ssl.cdn-redfin.com/photo/1/islphoto/877/genIslnoResize.2306877_0.jpg
1568.0,435000,277.4234693877551,98042,Kent,WA,27413 148th Pl SE 3,3,3,https://www.redfin.com/WA/Kent/27413-148th-Pl-SE-98042/unit-3/home/16199,https://ssl.cdn-redfin.com/photo/1/islphoto/768/genIslnoResize.2307768_0.jpg
1930.0,1299000,673.0569948186528,98030,Kent,WA,10718 SE 272nd St,4,4,https://www.redfin.com/WA/Kent/10718-SE-272nd-St-98030/home/395972,https://ssl.cdn-redfin.com/photo/1/islphoto/807/genIslnoResize.2307807_0.jpg
1290.0,639950,496.08527131782944,98010,Black Diamond,WA,28931 218 Ave SE,3,3,https://www.redfin.com/WA/Black-Diamond/28931-218th-Ave-SE-98010/home/377853,https://ssl.cdn-redfin.com/photo/1/islphoto/039/genIslnoResize.2307039_0.jpg
1200.0,130000,108.33333333333333,98031,Kent,WA,22049 106th Pl SE 71,2,2,https://www.redfin.com/WA/Kent/22049-106th-Pl-SE-98031/unit-71/home/49744201,https://ssl.cdn-redfin.com/photo/1/islphoto/409/genIslnoResize.2307409_0.jpg
2726.0,949900,348.459280997799,98031,Kent,WA,11512 SE 236th St 1,5,5,https://www.redfin.com/WA/Kent/11512-SE-236th-St-98031/unit-1/home/193388718,https://ssl.cdn-redfin.com/photo/1/islphoto/199/genIslnoResize.2304199_0.jpg
2020.0,650000,321.7821782178218,98042,Kent,WA,14315 SE 282nd St,4,4,https://www.redfin.com/WA/Kent/14315-SE-282nd-St-98042/home/402585,https://ssl.cdn-redfin.com/photo/1/islphoto/653/genIslnoResize.2298653_0.jpg
1280.0,575000,449.21875,98031,Kent,WA,23731 99th Ave S,3,3,https://www.redfin.com/WA/Kent/23731-99th-Ave-S-98031/home/397679,https://ssl.cdn-redfin.com/photo/1/islphoto/145/genIslnoResize.2307145_1.jpg
1119.0,409999,366.3976764968722,98032,Kent,WA,23960 58th Ct S Unit B3,2,2,https://www.redfin.com/WA/Kent/23960-58th-Ct-S-98032/unit-B3/home/40637,https://ssl.cdn-redfin.com/photo/1/islphoto/884/genIslnoResize.2306884_0.jpg
2040.0,800000,392.15686274509807,98031,Kent,WA,21829 131st Pl SE,3,3,https://www.redfin.com/WA/Kent/21829-131st-Pl-SE-98031/home/69353871,https://ssl.cdn-redfin.com/photo/1/islphoto/104/genIslnoResize.2300104_0.jpg
860.0,525000,610.4651162790698,98031,Kent,WA,20411 130th Pl SE,3,3,https://www.redfin.com/WA/Kent/20411-130th-Pl-SE-98031/home/221356,https://ssl.cdn-redfin.com/system_files/media/1009199_JPG/genDesktopMapHomeCardUrl/item_2.jpg
1726.0,535000,309.96523754345304,98032,Kent,WA,4301 S 220th Pl,3,3,https://www.redfin.com/WA/Kent/4301-S-220th-Pl-98032/home/48234,https://ssl.cdn-redfin.com/photo/1/islphoto/103/genIslnoResize.2291103_0.jpg
1440.0,185000,128.47222222222223,98042,Kent,WA,15232 SE 272ND St SE 18,3,3,https://www.redfin.com/WA/Kent/15232-SE-272nd-St-98042/unit-18/home/193368010,https://ssl.cdn-redfin.com/photo/1/islphoto/057/genIslnoResize.2307057_0.jpg
1220.0,528000,432.78688524590166,98032,Kent,WA,25604 33rd Ave S,3,3,https://www.redfin.com/WA/Kent/25604-33rd-Ave-S-98032/home/207597,https://ssl.cdn-redfin.com/photo/1/islphoto/580/genIslnoResize.2306580_0.jpg
2319.0,799950,344.9547218628719,98031,Kent,WA,20308 124th Pl SE,5,5,https://www.redfin.com/WA/Kent/20308-124th-Pl-SE-98030/home/190608739,https://ssl.cdn-redfin.com/photo/1/islphoto/271/genIslnoResize.2229271_0.jpg
1017.0,399000,392.33038348082596,98032,Kent,WA,23429 54th Ave S Unit 246,2,2,https://www.redfin.com/WA/Kent/23429-54th-Ave-S-98032/unit-24-6/home/2088303,https://ssl.cdn-redfin.com/photo/1/islphoto/589/genIslnoResize.2304589_0.jpg
3078.0,987000,320.6627680311891,98042,Kent,WA,13311 SE 238th Pl 12,5,5,https://www.redfin.com/WA/Kent/13311-SE-238th-Pl-98042/unit-12/home/193321836,https://ssl.cdn-redfin.com/photo/1/islphoto/389/genIslnoResize.2304389_0.jpg
2616.0,739950,282.85550458715596,98092,Auburn,WA,29019 121st Way SE,3,3,https://www.redfin.com/WA/Auburn/29019-121st-Way-SE-98092/home/22525019,https://ssl.cdn-redfin.com/photo/1/islphoto/557/genIslnoResize.2305557_0.jpg
1414.0,615000,434.93635077793493,98032,Kent,WA,5113 S 214th Way,3,3,https://www.redfin.com/WA/Kent/5113-S-214th-Way-98032/home/21743989,https://ssl.cdn-redfin.com/photo/1/islphoto/539/genIslnoResize.2305539_0.jpg
2000.0,750000,375.0,98031,Kent,WA,20441 98th Pl S,4,4,https://www.redfin.com/WA/Kent/20441-98th-Pl-S-98031/home/387405,https://ssl.cdn-redfin.com/photo/1/islphoto/504/genIslnoResize.2305504_1.jpg
3040.0,1025000,337.17105263157896,98042,Kent,WA,24040 146TH Pl SE,3,3,https://www.redfin.com/WA/Kent/24040-146th-Pl-SE-98042/home/398839,https://ssl.cdn-redfin.com/photo/1/islphoto/622/genIslnoResize.2304622_0.jpg
1065.0,309950,291.03286384976525,98030,Kent,WA,10648 SE 254th Pl Unit i3,2,2,https://www.redfin.com/WA/Kent/10648-SE-254th-Pl-98030/unit-I3/home/32974,https://ssl.cdn-redfin.com/photo/1/islphoto/328/genIslnoResize.2305328_0.jpg
2310.0,825000,357.14285714285717,98038,Maple Valley,WA,22437 SE 283rd St,3,3,https://www.redfin.com/WA/Maple-Valley/22437-SE-283rd-St-98038/home/109660951,https://ssl.cdn-redfin.com/photo/1/islphoto/935/genIslnoResize.2304935_0.jpg
1880.0,925000,492.02127659574467,98042,Kent,WA,17617 SE 293rd Pl,3,3,https://www.redfin.com/WA/Kent/17617-SE-293rd-Pl-98042/home/382893,https://ssl.cdn-redfin.com/photo/1/islphoto/052/genIslnoResize.2305052_0.jpg
3000.0,1090000,363.3333333333333,98042,Kent,WA,28713 207th Ave SE,3,3,https://www.redfin.com/WA/Kent/28713-207th-Ave-SE-98042/home/383031,https://ssl.cdn-redfin.com/photo/1/islphoto/291/genIslnoResize.2305291_2.jpg
2549.0,740000,290.3099254609651,98031,Kent,WA,12881 SE 225th Ct,4,4,https://www.redfin.com/WA/Kent/12881-SE-225th-Ct-98031/home/8188576,https://ssl.cdn-redfin.com/photo/1/islphoto/429/genIslnoResize.2304429_0.jpg
1024.0,315000,307.6171875,98189,Des Moines,WA,22810 30th Ave S Unit A104,3,3,https://www.redfin.com/WA/Des-Moines/22810-30th-Ave-S-98198/unit-A104/home/59265,https://ssl.cdn-redfin.com/photo/1/islphoto/895/genIslnoResize.2304895_0.jpg
2705.0,934900,345.6192236598891,98031,Kent,WA,19209 112th Ave SE 01,5,5,https://www.redfin.com/WA/Kent/19209-112th-Ave-SE-98031/unit-01/home/193283861,https://ssl.cdn-redfin.com/photo/1/islphoto/011/genIslnoResize.2305011_0.jpg
2350.0,975000,414.8936170212766,98030,Kent,WA,26223 97th Ave S,3,3,https://www.redfin.com/WA/Kent/26223-97th-Ave-S-98030/home/396767,https://ssl.cdn-redfin.com/photo/1/islphoto/729/genIslnoResize.2300729_0.jpg
806.0,239900,297.64267990074444,98030,Kent,WA,25735 115th Ave SE Unit J202,2,2,https://www.redfin.com/WA/Kent/25735-115th-Ave-SE-98030/unit-J202/home/33985,https://ssl.cdn-redfin.com/photo/1/islphoto/826/genIslnoResize.2290826_1.jpg
1870.0,665000,355.6149732620321,98030,Kent,WA,27115 116th Pl SE,4,4,https://www.redfin.com/WA/Kent/27115-116th-Pl-SE-98030/home/405436,https://ssl.cdn-redfin.com/photo/1/islphoto/892/genIslnoResize.2303892_0.jpg
3162.0,900000,284.6299810246679,98030,Kent,WA,12309 SE 271st Pl,4,4,https://www.redfin.com/WA/Kent/12309-SE-271st-Pl-98030/home/171929432,https://ssl.cdn-redfin.com/photo/1/islphoto/731/genIslnoResize.2303731_0.jpg
1152.0,165000,143.22916666666666,98031,Kent,WA,21914 106th Pl SE 36,2,2,https://www.redfin.com/WA/Kent/21914-106th-Pl-SE-98031/unit-36/home/108259996,https://ssl.cdn-redfin.com/photo/1/islphoto/504/genIslnoResize.2301504_2.jpg
4250.0,1399999,329.4115294117647,98092,Auburn,WA,11827 SE 290th Pl,5,5,https://www.redfin.com/WA/Auburn/11827-SE-290th-Pl-98092/home/2097773,https://ssl.cdn-redfin.com/photo/1/islphoto/418/genIslnoResize.2303418_0.jpg
924.0,99999,108.22402597402598,98042,Kent,WA,15232 272nd St SE 90,2,2,https://www.redfin.com/WA/Kent/15232-SE-272nd-St-98042/unit-90/home/175664959,https://ssl.cdn-redfin.com/photo/1/islphoto/922/genIslnoResize.2302922_0.jpg
1015.0,435000,428.57142857142856,98198,Seatac,WA,21420 40th Pl S Unit B,2,2,https://www.redfin.com/WA/Seatac/21420-40th-Pl-S-98198/unit-B/home/17382817,https://ssl.cdn-redfin.com/photo/1/islphoto/326/genIslnoResize.2302326_0.jpg
1065.0,370000,347.4178403755869,98030,Kent,WA,25255 108th Ave SE Unit J2,2,2,https://www.redfin.com/WA/Kent/25255-108th-Ave-SE-98030/unit-J2/home/30295,https://ssl.cdn-redfin.com/photo/1/islphoto/844/genIslnoResize.2302844_0.jpg
1977.0,775000,392.0080930703086,98030,Kent,WA,10320 SE 273rd Pl,3,3,https://www.redfin.com/WA/Kent/10320-SE-273rd-Pl-98030/home/22720179,https://ssl.cdn-redfin.com/photo/1/islphoto/542/genIslnoResize.2302542_1.jpg
